DBP0000401,CGM_DDB_JAKOB,2007-12-23 15:27:51,2013-05-26 08:18:13
DBP0000402,CGM_DDB_JAKOB,2007-12-23 15:29:21,2013-05-26 08:19:00
DBP0000403,CGM_DDB_JAKOB,2007-12-27 21:33:47,2013-05-28 11:48:13
DBP0000112,CGM_DDB_JAKOB,2006-05-01 14:40:27,2016-04-26 12:17:18
DBP0000113,CGM_DDB_JAKOB,2005-10-13 14:59:19,2013-05-29 10:41:05
DBP0000115,CGM_DDB_JAKOB,2005-04-28 08:15:56,2017-01-31 13:03:22
DBP0000001,CGM_DDB_JAKOB,2005-03-04 21:07:48,2017-11-17 14:10:17
DBP0000002,CGM_DDB_JAKOB,2005-03-04 21:09:16,2019-06-04 15:28:34
DBP0000003,CGM_DDB_JAKOB,2005-02-26 21:05:16,2019-06-04 15:29:52
DBP0000004,CGM_DDB_JAKOB,2005-02-26 21:07:52,2012-05-30 10:25:28
DBP0000005,CGM_DDB_JAKOB,2005-04-29 11:10:48,2012-05-30 10:57:29
DBP0000006,CGM_DDB_JAKOB,2005-04-29 11:10:30,2012-05-30 10:57:32
DBP0000007,CGM_DDB_JAKOB,2005-04-29 11:10:10,2012-05-30 10:57:36
DBP0000008,CGM_DDB_JAKOB,2005-02-24 16:28:07,2013-05-28 11:02:36
DBP0000009,CGM_DDB_JAKOB,2005-02-24 16:25:01,2018-03-20 10:37:06
DBP0000010,CGM_DDB_JAKOB,2005-02-25 14:57:08,2017-01-31 12:17:17
DBP0000199,CGM_DDB_STEPHY,2005-08-11 16:14:54,2013-05-24 13:28:07
DBP0000201,CGM_DDB_STEPHY,2005-08-10 14:00:24,2013-05-29 10:56:41
DBP0000202,CGM_DDB_STEPHY,2005-11-04 14:37:27,2012-11-19 23:00:35
DBP0000203,CGM_DDB_STEPHY,2005-08-10 14:06:22,2013-05-29 10:56:04
DBP0000204,CGM_DDB_STEPHY,2005-08-10 14:07:20,2012-05-30 11:02:24
DBP0000205,CGM_DDB_STEPHY,2005-08-10 14:08:23,2012-05-30 11:02:53
DBP0000206,CGM_DDB_JAKOB,2005-10-08 21:47:10,2019-06-04 15:39:21
DBP0000207,CGM_DDB_JAKOB,2005-10-14 15:45:34,2013-05-29 10:42:11
DBP0000208,CGM_DDB_JAKOB,2005-10-11 13:26:03,2013-05-29 10:39:41
DBP0000209,CGM_DDB_JAKOB,2005-10-11 13:11:05,2013-05-29 10:38:47
DBP0000210,CGM_DDB_JAKOB,2005-10-12 16:45:22,2013-05-29 10:33:45
DBP0000211,CGM_DDB_JAKOB,2005-10-12 16:42:12,2013-05-29 10:34:29
DBP0000212,CGM_DDB_JAKOB,2005-10-12 16:43:54,2013-05-29 10:40:36
DBP0000213,CGM_DDB_JAKOB,2005-10-13 10:09:37,2013-05-29 10:33:02
DBP0000347,CGM_DDB_JAKOB,2007-03-30 13:14:34,2013-05-26 08:02:14
DBP0000349,CGM_DDB_JAKOB,2007-03-30 13:33:39,2019-06-04 15:19:01
DBP0000214,CGM_DDB_JAKOB,2005-11-04 13:51:07,2013-05-29 10:45:33
DBP0000215,CGM_DDB_JAKOB,2005-10-13 15:07:58,2013-05-29 10:53:22
DBP0000216,CGM_DDB_JAKOB,2005-10-13 15:08:28,2013-05-29 10:54:21
DBP0000217,CGM_DDB_JAKOB,2005-10-31 12:55:12,2013-05-29 10:42:57
DBP0000218,CGM_DDB_JAKOB,2005-11-02 13:07:14,2013-05-29 10:46:23
DBP0000219,CGM_DDB_JAKOB,2005-11-03 17:41:08,2013-05-29 10:51:26
DBP0000220,CGM_DDB_JAKOB,2006-01-30 13:37:42,2013-05-28 12:58:49
DBP0000221,CGM_DDB_JAKOB,2005-11-03 17:27:29,2013-05-29 10:48:23
DBP0000222,CGM_DDB_JAKOB,2005-11-03 17:37:44,2013-05-29 10:50:09
DBP0000223,CGM_DDB_JAKOB,2005-11-04 14:15:05,2020-04-30 10:24:14
DBP0000042,CGM_DDB_JAKOB,2005-11-14 13:24:24,2013-05-28 14:31:33
DBP0000024,CGM_DDB_JAKOB,2005-11-16 10:18:17,2013-05-28 14:28:36
DBP0000224,CGM_DDB_JAKOB,2006-01-31 13:56:21,2013-05-28 13:49:33
DBP0000225,CGM_DDB_JAKOB,2005-11-15 12:13:16,2012-11-19 22:58:15
DBP0000226,CGM_DDB_JAKOB,2005-11-15 12:19:22,2012-11-19 22:57:08
DBP0000032,CGM_DDB_JAKOB,2005-11-15 13:06:57,2013-07-31 13:28:10
DBP0000228,CGM_DDB_JAKOB,2005-12-07 14:17:46,2016-06-08 06:51:09
DBP0000229,CGM_DDB_JAKOB,2005-12-07 14:21:33,2013-08-14 12:19:11
