DBS0235626	DBS0235520	25-JUL-03
DBS0235626	DBS0235521	23-SEP-03
DBS0235626	DBS0235529	24-SEP-03
DBS0235626	DBS0235519	12-DEC-03
DBS0235626	DBS0235530	24-FEB-04
DBS0235626	DBS0235518	03-JUN-04
DBS0235626	DBS0235528	08-SEP-04
DBS0235626	DBS0235527	03-NOV-04
DBS0235626	DBS0235516	08-APR-05
DBS0235626	DBS0235524	15-APR-05
DBS0235626	DBS0235526	28-JUN-05
DBS0235626	DBS0235523	21-SEP-05
DBS0235626	DBS0235525	19-OCT-05
DBS0235626	DBS0235531	19-OCT-05
